mof label, metal(s)
IWAYOU_clean, Co-O-Na
IWAYUA_clean, Ni-O-Na
IWAZEL_clean, Zn-O-Na
IWELIG01_clean, Co-O-Co
IWELIG_clean, Co-O-Co
IWOSAP_clean, Ho-O-Ho
IXAZEO_clean, La-O-K
IXEJIG_clean, Zr-O-Zr
IXEJOL_clean, Mo-O-Mo, Mo-O-Co, Co-O-Co
IXEJOM_clean, Zr-O-Zr
IXELAA_clean, Np-O-Cs
IXISOZ02_clean, Eu-O-Eu
IXITIU02_clean, Eu-O-Eu
IXITOA02_clean, Eu-O-Eu
IXODUV_clean, V-O-V
IXOFAD_clean, V-O-V
IXOFEH_clean, V-O-V
IXOFIL_clean, V-O-V
IXOFOR_clean, V-O-V
IXOFUX01_clean, V-O-V
IXOFUX_clean, V-O-V
IXUHUE_clean, Cu-O-Mo, Mo-O-Mo
IXUQOJ_clean, Zn-O-Zn
IYAJID_clean, Cd-O-Na
IYAJOJ_clean, Cd-O-Na, Cd-O-K
IYAJUP_clean, Cd-O-K
IYAKIE_clean, Ca-O-Cd
IYASOS_clean, Cd-O-Cd
IYEXOZ_clean, Mo-O-Mo, Mo-O-Co, Mo-O-Na, Co-O-Na
IYOQAQ_clean, Zn-O-Zn
IYOSUM_clean, Dy-O-Dy
IYOTAT_clean, Tb-O-Tb
IYOVIC_clean, Eu-O-Eu
IYUCEM_clean, Eu-O-Eu
IYUCIQ_clean, Dy-O-Dy
IYUHEQ_clean, In-O-In
IYUHIU_ion_b, In-O-In
IYUHOA_clean, In-O-In
IYUHUG_ion_b, In-O-In
IYUJAO_clean, In-O-In
IZEBAR_clean, Tb-O-Tb
IZENEI_clean, In-O-In
IZENIM_clean, In-O-In
IZENUY_clean, Fe-O-Fe
IZEPAF_clean, Cr-O-Cr
IZEPEJ_clean, Cr-O-Cr
IZEQUB_clean, Ni-O-Ni
IZERAI_clean, Ni-O-Ni
IZEWAN_clean, Zn-O-Zn
IZIHAC_clean, Sm-O-Sm
IZIHEG_clean, Eu-O-Eu
IZIHOQ_clean, Dy-O-Dy
IZOWAW_clean, Zn-O-Mo, Mo-O-Mo
IZOWEA_clean, Zn-O-Mo, Mo-O-Mo
j.inoche.2014.12.007_INC05825-mmc2_clean, Cd-O-Cd
j.inoche.2015.06.036_inc06102-mmc1_clean, Ce-O-Ce
j.inoche.2015.06.036_inc06102-mmc2_clean, Nd-O-Nd
j.inoche.2015.06.036_inc06102-mmc3_clean, Pr-O-Pr
ja074366osi20070816_031204_clean, Zn-O-Zn
ja076167asi20070815_063752_clean, Zn-O-Zn
ja205976v_si_004_clean, Fe-O-Fe
ja205976v_si_006_clean, Fe-O-Fe
ja300034j_si_002_clean, Zn-O-Zn
ja302110d_si_001_clean, Cd-O-Cd
ja302340b_si_002_clean, Cd-O-Cd
ja3082523_si_004_clean, Zn-O-Zn
ja403810k_si_002_clean, Zn-O-Zn
ja4050828_auto, Zr-O-Zr
ja406030p_si_003_clean, Cr-O-Cr
ja406030p_si_004_clean, Cr-O-Cr
ja406030p_si_005_manual, Cr-O-Cr
ja406030p_si_006_manual, Cr-O-Cr
ja406030p_si_008_manual, Cr-O-Cr
ja406030p_si_009_manual, Cr-O-Cr
ja406844r_si_002_clean, Zr-O-Zr
ja408959g_si_002_clean, Zr-O-Zr
ja408959g_si_003_clean, Zr-O-Zr
ja411887c_si_002_clean, Zn-O-Zn
ja500330a_si_005_clean, Zr-O-Zr
ja500330a_si_006_auto, Zr-O-Zr
ja500330a_si_007_auto, Zr-O-Zr
ja500330a_si_009_auto, Zr-O-Zr
ja5063423_si_002_clean, Zn-O-Zn
ja507269n_si_002_clean, Fe-O-Fe
ja507269n_si_003_clean, Fe-O-Fe
ja507947d_si_001_auto, Zr-O-Zr
ja5103103_si_002_auto, Zr-O-Zr
ja510525s_si_002_clean, Zr-O-Zr
ja510525s_si_003-1_clean, Zr-O-Zr
ja5111317_ja5111317_si_002_auto, Zr-O-Zr
ja512137t_si_002_clean, Ni-O-Ni
ja512311a_si_003_auto, Zn-O-Zn
ja512311a_si_007_auto, Zn-O-Zn
ja512437u_si_002_clean, Mn-O-Mn
ja512762r_si_002_auto, Zr-O-Zr
ja512973b_si_002_auto, Zr-O-Zr
ja512973b_si_003_auto, Zr-O-Zr
ja512973b_si_004_auto, Zr-O-Zr
ja512973b_si_005_auto, Zr-O-Zr
ja5131269_si_002_clean, Zn-O-Zn
ja5131269_si_003_clean, Zn-O-Zn
ja5b00365_si_002_clean, Zn-O-Zn
ja5b02777_si_004_clean, Li-O-Li
ja5b02777_si_005_clean, Li-O-Li
ja5b02777_si_007_clean, Li-O-Li
ja5b02777_si_008_clean, Li-O-Li
ja5b02897_si_003_clean, Fe-O-Fe
ja809985t_si_002_clean, Zn-O-Zn
ja903726m_si_002_clean, Ti-O-Ti
ja905009e_si_002_clean, Zn-O-Mo, Mo-O-Mo
ja994186h_clean, Co-O-Co
jacs.5b13491_ja5b13491_si_002_clean, Mg-O-Mg
jacs.6b01345_ja6b01345_si_001_clean, Zn-O-Zn
jacs.6b01663_ja6b01663_si_003_clean, Zr-O-Zr
jacs.6b02030_ja6b02030_si_002_clean, Zn-O-Zn
jacs.6b02030_ja6b02030_si_003_clean, Zn-O-Zn
jacs.6b04608_ja6b04608_si_003_clean, Zr-O-Zr
jacs.6b06759_ja6b06759_si_002_clean, Zr-O-Zr
jacs.6b06759_ja6b06759_si_003_clean, Hf-O-Hf
jacs.6b06759_ja6b06759_si_004_clean, Zr-O-Zr
jacs.6b08724_ja6b08724_si_009_clean, Co-O-Co
jacs.6b08724_ja6b08724_si_014_clean, Mg-O-Mg
jacs.6b08724_ja6b08724_si_016_clean, Ni-O-Ni
jacs.6b09113_ja6b09113_si_002_clean, Zr-O-Zr
JADJOQ_clean, Zn-O-Zn
JAHXUM_clean, Gd-O-Gd
JALCAD_clean, Al-O-Al
JALLEQ_clean, Ce-O-Ce
JALLOA_clean, Ce-O-Ce
JEBDOK_clean, In-O-In
JEDJUY_clean, K-O-K, K-O-Gd
JEJWOL_clean, Nd-O-Nd
JEMQEY_clean, Nd-O-Nd
JENKET_SL, Zn-O-Zn
JENKIX_SL, Zn-O-Zn
JETZAK_clean, Mg-O-Mg
JEXSOV_clean, Nd-O-Nd
JEYXOB_clean, Fe-O-Fe
JISVAJ_clean, Eu-O-Eu
JITPOS_SL, Zn-O-Zn
JIVHIG_clean, K-O-K
JIVSEN_clean, Sm-O-Sm
JIWKUW_clean, Tb-O-Tb, Tb-O-Na, Na-O-Na
JIXWUJ01_clean, Mn-O-Mn
JIXWUJ02_clean, Mn-O-Mn
JIXWUJ_clean, Mn-O-Mn
JIYXUL_clean, Na-O-Na, Na-O-Fe, Na-O-W, Fe-O-W, W-O-W
JIZJAF_clean, Co-O-Co
JIZJEJ_clean, Co-O-Co
JIZJOT_clean, Co-O-Co
JIZJUZ_clean, Co-O-Co
JIZWEW_clean, Al-O-Al
JIZWIA_clean, Al-O-Al
JIZWOG_clean, Al-O-Al
JOCWIJ_clean, Cu-O-Cu
JOSNAG01_clean, La-O-La
JOSNAG_clean, La-O-La
JOVWOI_clean, Fe-O-Al, Al-O-Al
JOYKUF_clean, Mn-O-Mn
jp102463p_si_002_clean, Cr-O-Cr
jp102463p_si_004_clean, Cr-O-Cr
JUBXIP_clean, Fe-O-Fe, Fe-O-Ba, Ba-O-Ba
JUCXEK_clean, Np-O-Np
JUGQIN_clean, Eu-O-Eu
JUGQOT_clean, Tb-O-Tb
JUJMOS_clean, Zn-O-Zn
JUJZEV_clean, Co-O-Co
JUJZIZ_clean, Co-O-Co
JUKKIL_clean, Nd-O-Nd
JUKNUA_clean, W-O-W, W-O-Cu, W-O-Na, Cu-O-Cu, Na-O-Na
JUMCOL_clean, V-O-V
JUMCUR_clean, V-O-V
JUMDAY_clean, V-O-V
JUMDEC_clean, V-O-V
JUPBUT_clean, Pr-O-Pr
JUQTOG_clean, Co-O-Co
JUQVAU_clean, Co-O-Co
JURKIS_clean, Mn-O-Mn
JUSHAI_clean, Co-O-Co
JUSKAL_clean, Ba-O-Ba
JUVROJ_clean, Cd-O-Cd
JUXFAL_clean, Tb-O-Tb
jz4002345_si_002_clean, Zr-O-Zr
jz4002345_si_003_clean, Zr-O-Zr
jz4002345_si_004_clean, Zr-O-Zr
jz4002345_si_005_clean, Ti-O-Ti
jz4002345_si_006_clean, Hf-O-Hf
KABXAO_clean, W-O-W, W-O-Cu, Cu-O-Cu
KACZEV_clean, In-O-In
KACZIZ_clean, In-O-In
KAFTUI_clean, Zn-O-Zn
KAFYAT_clean, Zn-O-Zn
KAGCAY_charged, Cu-O-Cu
KAHYEY_clean, Mn-O-Mn
KAKBUW_clean, Ca-O-Ca
KAKCAD_clean, Sr-O-Sr
KAKCEH01_clean, Ba-O-Ba
KAKCEH02_clean, Ba-O-Ba
KAKCEH_clean, Ba-O-Ba
KALFEK_clean, Ni-O-Ni
KALFOU_clean, Ni-O-Ni
KALGAH_clean, Ni-O-Ni
KALGEL_clean, Ni-O-Ni
KAPGUE_clean, La-O-La
KAPHAL_clean, Ce-O-Ce
KAPHOZ_ion_b, K-O-Zn
KARLUM_clean, Ni-O-Ni
KARNAU_clean, Ni-O-Ni
KARTAA_clean, Sm-O-Sm
KASHUK_clean, Np-O-Np
KASRAZ_clean, Cd-O-Cd
KAVJAT_charged, Pr-O-Pr
KAVJEX01_clean, Nd-O-Nd
KAVJEX_clean, Nd-O-Nd
KAVKIC_clean, Dy-O-Dy
KAWBOB_clean, Mn-O-Mn
KAWHEY_clean, Zn-O-Zn
KAXQIL_clean, Ca-O-Ca
KAYBIX_clean, Ca-O-Ca
KAYBUJ_clean, Ca-O-Ca
KAYCIY_clean, Ca-O-Ca
KEBFII_clean, Tb-O-Tb
KEDQAN_clean, Zn-O-Zn
KEFWAV_clean, Co-O-Co
KEFWEZ_charged, Co-O-Co
KEFWID_clean, Gd-O-Co
KEJBIL_clean, V-O-V
KEPPIF_clean, Zn-O-Zn
KETSEI_clean, Dy-O-Dy
KEVVIS_clean, Co-O-Co
KEWBUL_clean, Eu-O-Eu
KEWNUX_clean, W-O-W
KEYFUR_clean, Cu-O-Cu
KEYMUY_clean, Cd-O-Na
KIBDEF_clean, Eu-O-Eu
KICXAX_clean, Co-O-W, W-O-W
KICXEB_clean, Co-O-W, W-O-W
KIDDIM_clean, Cd-O-Cd
KIDXUR_clean, Zn-O-Na
KIFJIT_charged, Fe-O-Fe
KIFKAM_clean, Mg-O-Mg
KIFKEQ_clean, Mg-O-Mg
KIFWUT_clean, Co-O-Co
KIHTOL01_clean, Nd-O-Nd
KIHTOL_clean, Nd-O-Nd
KINDOC_clean, Tm-O-Tm
KINRIK_clean, Gd-O-Cu, Cu-O-Cu
KINROQ_clean, Tb-O-Cu, Cu-O-Cu
KIPJIE_clean, Ce-O-Ce
KIPJOK_clean, Nd-O-Nd
KIPJUQ_clean, Er-O-Er
KIPKAX_clean, Yb-O-Yb
KIPKEB_clean, Y-O-Y
KIPZEQ_clean, Co-O-Co
KIQKOK_clean, Cu-O-Mo
KISPOS_ion_b, Co-O-Co, Co-O-K
KIVDUQ_clean, La-O-La, La-O-K
KIVFAY_clean, Ce-O-Ce, Ce-O-K
KIVFEC_clean, Pr-O-Pr, Pr-O-K
KIXKOS_ion_b, Co-O-Co, Co-O-K
KIXXOG01_clean, Ca-O-Ca
KIXXOG_clean, Ca-O-Ca
KIYBIF_clean, Co-O-Co
KIYJAF_clean, Co-O-Co
KIYMAI01_clean, Sr-O-Sr
KIYMAI_clean, Sr-O-Sr
KIYMEM01_clean, Ba-O-Ba
KIYMEM_clean, Ba-O-Ba
KIYMIQ_clean, Na-O-Na
KIYQEQ_clean, Zn-O-Zn
KIYXUN_clean, Cu-O-Cu, Cu-O-Mn
KOBPIB_clean, Ce-O-Ce
KOBPUN_clean, Gd-O-Gd
KOCCUC_clean, Cd-O-Cd
KOHKIC_clean, Zn-O-Zn
KOHKOI_clean, Zn-O-Zn
KOHLIE_clean, Co-O-Co
KOJTOU_clean, Ni-O-Ni
KOKKOL_clean, Fe-O-Fe
KOMVIT_clean, K-O-K
KONCIA_clean, Pr-O-Pr
KOPXOE_clean, Cu-O-Cu
KOQLUZ_clean, Cu-O-W, W-O-W
KORMOV_clean, Co-O-Co
KORNAI_clean, Co-O-Co
KOSJAF_clean, Co-O-Co
KOSJEJ_clean, Co-O-Co
KOSJIN_clean, Co-O-Co
KOSJOT_clean, Co-O-Co
KOSJUZ_clean, Co-O-Co
KOSKAG_clean, Co-O-Co
KOSKEK_clean, Co-O-Co
KOSKIO01_clean, Co-O-Co
KOSKIO_clean, Co-O-Co
KOSKUA_clean, Co-O-Co
KOSLAH_clean, Co-O-Co
KOSLEL_clean, Ni-O-Ni
KOSLIP_clean, Ni-O-Ni
KOSLOV_clean, Ni-O-Ni
KOSLUB_clean, Ni-O-Ni
KOSMAI_clean, Co-O-Co
KPACCE10_clean, Ce-O-K, K-O-K
KUCDOD_clean, Cu-O-Cu
KUDWAJ_clean, Cu-O-Cu
KUFBEU_clean, La-O-La
KUFTAI_clean, Fe-O-Fe
KUFVAK_clean, Mn-O-Mn
KUFVEO_clean, Mn-O-Mn
KUFVIS_clean, Mn-O-Mn
KUGCOF_clean, Cu-O-Cd
KUGZIW_clean, Ni-O-Ni
KUHNEI_clean, Co-O-Co
KUJNEJ_clean, Ni-O-Ni
KUKMUA_clean, Cu-O-Cu
KUKPOX_clean, Cu-O-Cu
KUKZOH_clean, Zn-O-Zn
KULLAG_clean, Co-O-Co
KULLEK_clean, Co-O-Co
KULMEK_clean, Zn-O-Zn
KULRIT_clean, Yb-O-Yb
KUMBOL_clean, Gd-O-Gd
KUMBUR_clean, Tb-O-Tb
KUMJIN_clean, Eu-O-Eu
KUQWIE_clean, Cd-O-Cd
KUTDAG_clean, Cd-O-Cd
KUVJIW_clean, U-O-U
KUXLUL_clean, Cu-O-Cu
KUXREC_clean, Fe-O-Fe
KUXVIJ_clean, Tb-O-Tb
KUYPIF_clean, Zn-O-Zn
LABKIL_clean, Cd-O-Cd
LABRUE_clean, Co-O-Co
LACBID_clean, Co-O-Co
LACZEX_clean, Na-O-Na
LADWAR_clean, Co-O-Co
LAGPAM_clean, Y-O-Y
LAGTIY_clean, Yb-O-Yb
LAGWUN_clean, Zn-O-Zn
LAHTUM_clean, Cd-O-Cd
LAHYOL_clean, Ba-O-Ba
LALPIZ_clean, Y-O-Y
LALPOF_clean, Ce-O-Ce
LAQZOV_clean, Ce-O-Ce
LARNEA_clean, Cd-O-Cd
LARNIE_clean, Mn-O-Mn
LARPOL_charged, Fe-O-Fe
LARVIM_clean, Fe-O-Fe
LASMAV_neutral, Co-O-Co
LASRAB_clean, Cu-O-Cu
LASREF_clean, Cu-O-Cu
LASRIJ_clean, Cu-O-Cu
LAVZOA_clean, U-O-U
LAWFOF_clean, Zn-O-Zn
LAWFUL_clean, Zn-O-Zn
LAWFUN_clean, Li-O-Li
LAWGAS_clean, Zn-O-Zn
LAWGEW_clean, Zn-O-Zn
LAWGIA_clean, Zn-O-Zn
LAWGOG_clean, Zn-O-Zn
LAWGUM_clean, Zn-O-Zn
LAWHUP_clean, Cd-O-Cd
LAYGAV_clean, Co-O-Co
LAZPIN_clean, La-O-La
LAZPOT_clean, Ce-O-Ce
LAZPUZ_clean, Pr-O-Pr
LECFAC_clean, Cu-O-Cu
LECFEG_clean, Cu-O-Cu
LECFUW_charged, Cu-O-Cu
LECGIL_clean, Cu-O-Cu
LEDHEJ_clean, Tb-O-Tb
LEDHIN_clean, Dy-O-Dy
LEJRIC_clean, Ni-O-Ni
LELMIA01_clean, Sr-O-Sr
LELMIA_clean, Sr-O-Sr
LENGAO_clean, Cd-O-Cd
LENKIA_clean, Cu-O-Cu
LEPLEZ02_clean, Sm-O-Sm
LEPLEZ_clean, Sm-O-Sm
LERNAY01_clean, Co-O-Co
LERNAY02_clean, Co-O-Co
LERNAY_clean, Co-O-Co
LERNEC01_clean, Co-O-Co
LERNEC_clean, Co-O-Co
LESWAI_clean, La-O-La
LEVLEF_clean, Mg-O-Mg
LEVNOQ01_clean, Mg-O-Mg
LEVNOQ_clean, Mg-O-Mg
LEVYOC_clean, Co-O-Co
LEWTUD01_clean, Co-O-Co
LEWTUD_clean, Co-O-Co
LEWVAL_clean, Co-O-Co
LEYFUS_clean, W-O-W, W-O-Tm
LEYYET_clean, Al-O-Al
LEZWUK_clean, W-O-W, W-O-Lu
LEZXAR_clean, W-O-W, W-O-Yb
LIBJAJ_clean, Ca-O-Ca
LIDZOP_clean, Sr-O-Sr
LIDZUV_clean, Ca-O-Ca
LIHRIE_clean, Zn-O-Zn
LIJXEI_clean, Cd-O-Cd
LIPQIL_clean, Cu-O-Cu
LIPRAE_clean, Cu-O-Cu
LIQFEY_clean, Cd-O-Cd
LIRTEM_SL, Cd-O-Cd
LISZOE_clean, Li-O-Y
LITCIC_clean, Ni-O-Ni
LITCOI_clean, Cd-O-Cd
LIWFOM_clean, V-O-V
LIWFUS_clean, V-O-V
LIXMIQ_clean, Gd-O-Gd
LIXNIP_clean, In-O-K
LIXWAR01_clean, Mn-O-Mn
LIXWAR_clean, Mn-O-Mn
LIXXAS_clean, Gd-O-Gd
LIZWEX_charged, Cu-O-Cu
LOFCUF_clean, Ni-O-Mo, Mo-O-Mo
LOFVUY01_clean, V-O-V
LOFVUY_clean, V-O-V
LOJFOF_clean, K-O-K
LOJFUL_clean, Na-O-Na
LOJNAA_clean, Ni-O-Mo, Mo-O-Mo
LOMLUV_clean, Ga-O-Ga
LOQLEJ_manual, In-O-In
LOQLIN_SL, Ga-O-Ga
LORKEK_clean, Ba-O-Cd
LORMOW_clean, Cd-O-Cd
LORROB_clean, Eu-O-Eu
LORRUH_clean, Eu-O-Eu
LOVLEP_clean, W-O-W
LOVNIV_charged, U-O-U, U-O-Cu
LUBMAW_clean, Nd-O-Nd
LUBNAZ_clean, Zn-O-Co, Co-O-Co
LUCDAO_clean, Eu-O-Eu
LUCDES_clean, Tb-O-Tb
LUCDIW_clean, Ce-O-Ce
LUJBAV_clean, Co-O-Co
LUJSOA_clean, Ca-O-Ca
LULVOF_clean, Co-O-Co
LULWUL_clean, Na-O-Na, Na-O-Co
LULXAS_clean, Na-O-Na, Na-O-Co
LULXEW_clean, Na-O-Na, Na-O-Co
LUMZEA_clean, Cu-O-Cu
LUPYAX_clean, Zn-O-Zn
LURLOB_clean, Cr-O-Cr
LUSHIR_clean, Mn-O-Mn
LUSHOX01_clean, Mn-O-Mn
LUSHOX02_clean, Mn-O-Mn
LUSHOX03_clean, Mn-O-Mn
LUSHOX_clean, Mn-O-Mn
LUSHUD_clean, Mn-O-Mn
LUSJEP_clean, Mn-O-Mn
LUSJIT_clean, Mn-O-Mn
LUSJOZ_clean, Mn-O-Mn
LUSZIJ01_clean, Cu-O-Cu
LUSZIJ_clean, Cu-O-Cu
LUSZOP01_clean, Cu-O-Cu
LUSZOP_clean, Cu-O-Cu
LUSZUV_clean, Cu-O-Cu
LUTBEI_clean, Cu-O-Cu
LUTBUY_clean, Cu-O-Cu
LUTCAF_clean, Cu-O-Cu
LUTCEJ_clean, Cu-O-Cu
LUTCIN_clean, Cu-O-Cu
LUTDAG_clean, Cu-O-Cu
LUVTAY_clean, Zn-O-Zn
LUWMEX_clean, La-O-La
LUWMIB_clean, Ce-O-Ce
LUWMOH_clean, Sm-O-Sm
LUYBOY_clean, Eu-O-Eu
LUZJAT_clean, Zn-O-Zn
MACHIJ_clean, Zn-O-Zn
MACKAE_clean, U-O-U
MAFDII_SL, In-O-In
MAFZOK_clean, Zn-O-Zn
MAGBIH_clean, Zn-O-Zn
magnetochemistry3010001_PF290NdNO3_clean, Nd-O-Nd
magnetochemistry3010001_PF362NdCl_clean, Nd-O-Nd
MAHCEG_clean, Zn-O-Zn
MAHCIK_clean, Zn-O-Zn
MAHCOQ_clean, Zn-O-Zn
MAHTAR01_clean, Mn-O-Mn
MAHTAR_clean, Mn-O-Mn
MAKFIQ_clean, Eu-O-Eu
MAKFOW_clean, Gd-O-Gd
MAKGAJ_clean, Dy-O-Dy
MAKRAU_clean, K-O-K
MAKRIC_clean, K-O-K
MALFUD_clean, Cu-O-Cu
MALROJ_clean, Co-O-Co
MALRUP_clean, Fe-O-Fe
MALSAW_clean, Fe-O-Fe
MALSEA_clean, Fe-O-Fe
MALSIE_clean, Fe-O-Fe
MALSOK_clean, Fe-O-Fe
MALYIJ_charged, Ce-O-Ce
MAPCIP_clean, Ga-O-Ga
MAPCUE_clean, Tb-O-Tb
MAPFIS_clean, Ti-O-Ti
MAPFOY_clean, Ti-O-Ti
MAPLEX_clean, Eu-O-Eu
MAQBEO_clean, Zn-O-Zn
MAQZOV_clean, Co-O-Co
MARJAQ_clean, Ga-O-Ga
MARLID_clean, La-O-La
MARNOL_clean, Co-O-Co
MARNUR_clean, Zn-O-Zn
MATHEV_clean, Co-O-Co
MATPOP_clean, Tb-O-Tb
MATPUV_clean, Tb-O-Tb
MAVNUU_manual, Zn-O-Zn
MAWFEY_clean, Mo-O-Mo, Mo-O-Zn
MAWFIC_clean, Mo-O-Mo, Mo-O-Zn
MAYJOM_clean, In-O-In
MAZTIR_clean, Ba-O-Ba
MEFHUC_charged, Zn-O-Zn
MEFJOY_clean, Zn-O-Zn
MEFJUE_clean, Zn-O-Zn
MEGBAD_clean, Mn-O-Mn
MEJMOE_clean, Zn-O-Zn
MEJZEI_clean, La-O-La
MEJZIM_clean, Ce-O-Ce
MEJZOS_clean, Pr-O-Pr
MEJZUY_clean, Sm-O-Sm
MEKBAH_clean, Tb-O-Tb
MEQHUL01_clean, Mo-O-Mo, Mo-O-Cd
MEQHUL_clean, Mo-O-Mo, Mo-O-Cd
MEXDEY_clean, Zn-O-Zn
MIBMER_clean, Fe-O-Fe
MIFQEY_clean, Ba-O-Ba, Ba-O-Co
MIHLEV_clean, Pr-O-Pr
MIHMEW_clean, Nd-O-Nd
MIJYEK_clean, La-O-La
MIKDUH_clean, U-O-U
MILQIJ_clean, Al-O-Al
MIMDAP_clean, Ni-O-Mo, Mo-O-Mo
MIMKIE_clean, Ca-O-Ca
MINCER_clean, Ba-O-Ba
MINVOU01_clean, Cr-O-Cr
MINVOU_clean, Cr-O-Cr
MINVUA01_SL, Cr-O-Cr
MINVUA_SL, Cr-O-Cr
MIQLII_clean, Zn-O-Zn
MIRLAB_clean, U-O-K
MIRLUU_clean, Eu-O-Eu
MISQIQ01_clean, Al-O-Al
MISQIQ02_clean, Al-O-Al
MISQIQ03_clean, Al-O-Al
MISQIQ04_clean, Al-O-Al
MISQIQ05_clean, Al-O-Al
MISQIQ06_clean, Al-O-Al
MISQIQ07_clean, Al-O-Al
MISQIQ_clean, Al-O-Al
MITGOL_clean, Er-O-Er
MITGUR01_clean, Tb-O-Tb
MITGUR_clean, Tb-O-Tb
MIXKUB_clean, Zn-O-Zn
MIXZOK_clean, Ni-O-Ni
MIZKOW_clean, La-O-La
MOCHES_clean, Pr-O-Pr
MOCHIW_clean, Nd-O-Nd
MOCHOC_clean, Eu-O-Eu
MOCHUI_clean, Gd-O-Gd
MOCJAQ_clean, Ho-O-Ho
MOCJEU_clean, Er-O-Er
MOCJIY_clean, Yb-O-Yb
MODDEP_clean, Dy-O-Dy
MOGVAG_clean, Zn-O-Zn
MOJNAC_clean, Sm-O-Sm
MOLKAB_clean, Ca-O-Cd
MOLRIP_clean, Eu-O-Co
MOMRIR_clean, Zn-O-Zn
MOMSIS_clean, Nd-O-Nd
MOPKEJ_clean, Al-O-Al
MOPQIT_clean, Mg-O-Mg
MORFEG_clean, Cu-O-Cu
MOSBIG_clean, Eu-O-Eu
MOSGIM_clean, Zn-O-Zn
MOTMAK_clean, Li-O-Li
MOTVOI_clean, Eu-O-Eu
MOVGUB_clean, Eu-O-Eu
MOVHEM_clean, Tb-O-Tb
MOVKOZ_clean, Tb-O-Tb
MOYMET_clean, Co-O-Co
MUBZOA_auto, Zr-O-Zr
MUBZUG_auto, Zr-O-Zr
MUFHUR_clean, Nd-O-Nd
MUFJAZ01_clean, Eu-O-Eu
MUFJAZ_clean, Eu-O-Eu
MUGHED_clean, Zn-O-Zn
MULQOA_clean, Zn-O-Zn
MULXOH_clean, La-O-La
MUNLUE_clean, Tb-O-Tb
MURNIX_clean, Sm-O-Sm
MUSCIN_clean, Ce-O-Ce
MUVMOG_clean, Ga-O-Ga
MUVNAT_clean, Mo-O-Mo, Mo-O-Mn
MUVNEX_clean, Mo-O-Mo, Mo-O-Mn
MUVROM_clean, Co-O-Co
MUZGAQ_clean, Dy-O-Dy
MUZKAV_clean, Al-O-Al
MUZRIJ_clean, Cu-O-Cu
NACYAU_clean, Zn-O-Zn
NAGBUU_clean, Co-O-Co
NAGCAB_clean, Mo-O-Mo
NAHHAI_clean, Cd-O-Cd
NAJGAH_clean, Nd-O-Nd
NAJQUN_clean, Mn-O-Mn
NAJSUP_clean, Eu-O-Eu
NAJTAW_clean, Tb-O-Tb
NAJTEA_clean, Ho-O-Ho
NAKLIW_clean, Zn-O-Zn
NALWOO_clean, Ba-O-Ba
NALYEG_clean, U-O-U
NANZOS_clean, Gd-O-Gd
NAPNEA_clean, Zn-O-Zn
NARHAR_charged, La-O-La
NARHEV_charged, Ce-O-Ce
NARPOO_clean, Pr-O-Pr
NARPUU_clean, Nd-O-Nd
NARTUX_clean, Ca-O-Ca
NATHOH_ion_b, Mo-O-Mo, Mo-O-Na, Mo-O-Mn, Na-O-Mn
NATXIR_clean, Er-O-Er
NAVFUM_clean, Fe-O-Fe
NAVJAW01_clean, Co-O-Co
NAVJAW_clean, Co-O-Co
NAWHOL_clean, La-O-La
NAWKII_clean, Mg-O-Mg
NAXKOO02_clean, Al-O-Al
NAXKOO_clean, Al-O-Al
NAYMOQ_clean, Na-O-Na
NAYZUK_SL, In-O-In
NAZZEV_clean, Sm-O-Sm
nchem.2258-s3_clean, Zn-O-Zn
ncomms11831_ncomms11831-s2_clean, Ca-O-Ca
ncomms11831_ncomms11831-s3_clean, Ca-O-Ca
NDAIAH_clean, Nd-O-Nd
NEDJAJ_clean, Cs-O-K, Cs-O-Mo, K-O-Mo, Mo-O-Mo
NEDVOJ_charged, Mn-O-Mn
NEDWAW_clean, Mn-O-Mn
NEDWEA_clean, Mn-O-Co
NEGZUW_clean, V-O-V, V-O-Zn
NEHGEO_clean, Zn-O-Zn
NEHGIS_clean, Zn-O-Zn
NEKMUN_clean, Co-O-Co
NERVEL_clean, Co-O-Co
NERVOV_clean, Co-O-Co
NEVJEF_clean, Cd-O-Cd
NEVVAM01_clean, Co-O-Co
NEVVAM02_clean, Co-O-Co
NEVVAM_clean, Co-O-Co
NEXVET_clean, Ni-O-Ni
NEXXEV_clean, Li-O-Li
NEXXIZ_clean, Li-O-Li
NEYJIM_clean, Mo-O-Mo, Mo-O-Cu
NEZBOK_clean, Mn-O-Mn
NICJUG_clean, Ba-O-Ba, Ba-O-Cu
NIGBOW_clean, V-O-V
NIGNUO_clean, Co-O-Co
NIGPEA_clean, Co-O-Co
NIHBAI01_clean, Fe-O-Fe
NIHBAI02_clean, Fe-O-Fe
NIHBAI_clean, Fe-O-Fe
NIHBEM01_clean, Fe-O-Fe
NIHBEM02_clean, Fe-O-Fe
NIHBEM_clean, Fe-O-Fe
NIHBIQ01_clean, Fe-O-Fe
NIHBIQ02_clean, Fe-O-Fe
NIHBIQ_clean, Fe-O-Fe
NIHVUX_clean, Ce-O-W, Mn-O-Mn, Mn-O-W, W-O-W
NIJTOR_clean, Co-O-Co
NIKDAM_clean, Ce-O-Ce
NIKJOH_clean, Sm-O-Sm
NIKJUN_clean, Dy-O-Dy
NIKYOW01_clean, Fe-O-Fe
