mof label, metal(s)
EJORAY_clean, Cu-O-Cu
EJUVOU_clean, Zn-O-Zn
EKEQIV_clean, Cu-O-Mo, Mo-O-Mo
EKIDEH_clean, Ga-O-Rb
EKIDIL_clean, Ga-O-Cs, Cs-O-Cs
EKIJAL_clean, Ni-O-Ni
EKIJEP01_clean, Co-O-Co
EKIJEP_clean, Co-O-Co
EKOPIE_clean, Sr-O-Sr, Sr-O-Cd
EKOPOK_clean, Ca-O-Cd
EKUPEG_clean, Cu-O-Cu
ELAZEX_clean, Cd-O-Cd
ELIJOZ_clean, Ce-O-Ce
ELIKAM_clean, Pr-O-Pr
ELIKEQ_clean, Nd-O-Nd
ELIKIU_clean, Sm-O-Sm
ELIKOA_clean, Eu-O-Eu
ELOGUJ_clean, W-O-W, W-O-Co, W-O-V
ELOXIN_clean, Sr-O-Sr
EMEGEJ_clean, Eu-O-Eu
EMIYEF_clean, Co-O-Mo, Mo-O-Mo
EMIYUW_clean, Zr-O-Zr
EMIZAD_clean, Zr-O-Zr
EMOSOO_clean, Zn-O-Zn
EMUTUD_clean, Eu-O-Eu
EMUVAL_clean, Sm-O-Sm
ENAFAB_clean, Ni-O-W, W-O-W
ENAFOP_ion_b, Gd-O-Na, Na-O-Na
ENERIY_clean, Na-O-Na
ENISUQ_clean, Mn-O-Mn
ENOVAG_clean, Nd-O-Nd
EPAGEJ_clean, Gd-O-Gd
EPAVAU_clean, Tb-O-Tb
EPECEJ_clean, Zn-O-Zn
EPECIN_clean, Zn-O-Zn
EPEWAY_clean, Co-O-Co
EPEWEC_clean, Co-O-Co
EPOXAJ_clean, U-O-U
EPUJIJ_clean, Pr-O-Pr
EPUTUF_charged, Eu-O-Eu
EPUVAN_charged, Gd-O-Gd
EQAMUG_clean, Nd-O-Nd
EQERAU_clean, Mg-O-Mg
EQUBIC_clean, Tb-O-Tb
EQUBOI_clean, Eu-O-Eu
EQUBUO_clean, Gd-O-Gd
EQUCOI_clean, Sc-O-Sc
EQUNEL_clean, In-O-In
EQUNIP_clean, In-O-In
ERALUG_clean, Zr-O-Zr
ERAMAN_clean, Zr-O-Zr
ERAMER_clean, Zr-O-Zr
EREGOY_clean, Cd-O-Cd
ERIRIG_auto, Zn-O-Zn
EROCIZ_clean, U-O-U
ERUNIQ_clean, Co-O-Co
ERUNOW_clean, Co-O-Co
ESEQUO_clean, Co-O-Co
ESEVIH_clean, Zn-O-Zn
ESIDOB_clean, In-O-In
ESURER01_clean, Co-O-Co
ESURER02_clean, Co-O-Co
ESURER03_clean, Co-O-Co
ESURER04_clean, Co-O-Co
ESURER_clean, Co-O-Co
ESUSAO01_clean, Co-O-Co
ESUSAO_clean, Co-O-Co
ESUSIW_clean, Co-O-Co
ESUSOC01_clean, Co-O-Co
ESUSOC02_clean, Co-O-Co
ESUSOC_clean, Co-O-Co
ESUTAP_clean, Co-O-Co
ESUTIX_clean, Co-O-Co
ESUVAR01_clean, Co-O-Co
ESUVAR02_clean, Co-O-Co
ESUVAR_clean, Co-O-Co
ESUVOF_clean, Co-O-Co
ETAXIH_clean, Zn-O-Zn
ETAXUT_clean, Zn-O-Zn
ETEJIX01_clean, La-O-La
ETEJIX_clean, La-O-La
ETEJOD01_clean, Nd-O-Nd
ETEJOD_clean, Nd-O-Nd
ETEJUJ_clean, Sm-O-Sm
ETEKAQ01_manual, Gd-O-Gd
ETEMIB_clean, Co-O-Co
ETEPID_clean, Rb-O-Rb
ETEQUQ_clean, Mo-O-Mo, Mo-O-Mn
ETESIG_clean, Cd-O-Cd
ETUWOG_clean, Co-O-Co
EVOHOM_clean, Ba-O-Ba
EVUMUE_clean, La-O-La
EVUNAL_clean, Nd-O-Nd
EVUNEP_clean, Sm-O-Sm
EVUNIT_clean_h, Eu-O-Eu
EVUPOC_clean, Nd-O-Nd
EVUQOC_clean, La-O-La
EVUQUI_clean, Nd-O-Nd
EVURAP_clean, Ce-O-Ce
EWECOY_clean, Cd-O-Cd
EWETUW_clean, Tb-O-Tb
EWILON_clean, Zr-O-Zr
EWUFAF_clean, Cu-O-Cu, Cu-O-Ca
EWUGEK_clean, Cd-O-Cd
EWUKAK_clean, Zn-O-Zn, Zn-O-Co
EWUKEO_clean, Zn-O-Zn, Zn-O-Co
EWUKIS_clean, Zn-O-Zn
EXALIZ_clean, Ni-O-Mo, Mo-O-Mo
EXEQAA_clean, Sc-O-Sc
EXEQII_SL, Sc-O-Sc
EXIBUI_clean, Ba-O-Ba, Ba-O-V
EXOZEX_clean, Cu-O-Cu
EYULOA_clean, Co-O-Co
EZEQEH_clean, Mg-O-Mg
EZEQIL_clean, Mg-O-Mg
EZEQOR_clean, Mg-O-Mg
EZEQUX_clean, Mg-O-Mg
EZIPEK_clean, Eu-O-Eu
EZITUE_clean, Ba-O-Ba
EZIVAM_clean, Sr-O-Sr
FAFCEW_clean, Eu-O-K
FAFDEX_clean, K-O-Mn
FAFGAU_clean, Nd-O-Nd
FAFQEJ01_clean, Er-O-Er
FAGREM_clean, Zn-O-Zn
FAGVUH_clean, Ru-O-K
FAHPOV_clean, Zn-O-Zn
FAHQIR_clean, Co-O-Co
FAJYAS_clean, Co-O-Co
FAKGOP_clean, Ni-O-Ni
FALDAA_clean, Cd-O-Cd
FALJAF_clean, Eu-O-Eu
FALPOY_clean, Ga-O-Ga
FAPXEC_clean, V-O-V
FAPXIG_clean, V-O-V
FAPXOM_clean, V-O-V
FAQGEL_clean, Cd-O-Cd
FAQGIP_clean, Mn-O-Mn
FAQLUH_clean, V-O-V
FAQYUR_clean, Nd-O-Nd
FARBIL_clean, V-O-V
FARHIR_ion_b, K-O-K
FASHAK_clean, Pr-O-Pr
FASHOX_clean, U-O-U
FASHUD_SL, Sr-O-Sr
FASJAL_clean, Ca-O-Ca
FASQUN_clean, Zn-O-Zn
FASVIH_clean, Cu-O-Cu
FATLUJ_clean, Cu-O-Cu
FATQID_clean, Cu-O-Cu
FAVFUG_clean, Cd-O-K
FAVGAN_clean, Nd-O-Nd
FAVGER_clean, Nd-O-Nd
FAVGIV_clean, Sm-O-Sm
FAVGOB_clean, Sm-O-Sm
FAVGUH_clean, Eu-O-Eu
FAVHAO_clean, Eu-O-Eu
FAVHES_clean, Tb-O-Tb
FAVHIW_clean, Tb-O-Tb
FAVKAP_clean, Fe-O-Fe
FAVKET_clean, Fe-O-Fe
FAZFET_clean, V-O-V, V-O-Co, Co-O-Co
FAZZEM_clean, La-O-La, La-O-Mo, Mo-O-Mo
FECKAA_clean, Zn-O-Zn
FECXAO_clean, La-O-La
FECXUI_clean, Zn-O-Zn
FECYUJ_clean, Zn-O-Zn
FECZAQ_manual, Zn-O-Zn
FENROG_clean, Er-O-Er
FEQSIF_clean, Co-O-Co
FERHAN_clean, Zn-O-Zn
FEVSAC_clean, Rb-O-Rb
FEWGUL_clean, La-O-La
FEWQIJ_manual, Dy-O-Dy
FEWQOP_clean, Gd-O-Gd
FEYDET_clean, In-O-In
FEYJOJ_clean, Co-O-Co
FEYQIK_clean, Pr-O-Pr
FEZREJ_clean, Ba-O-Ba, Ba-O-Cd
FEZTIP_clean, Ca-O-Ca
FIDRIV_clean, Na-O-Dy
FIFGEI_clean, In-O-In
FIFGIM_clean, In-O-In
FIFMIS01_clean, Co-O-Co
FIFMIS_clean, Co-O-Co
FIFMOY_clean, Co-O-Co
FIFPOA_clean, Eu-O-Eu
FIHLOZ_clean, Co-O-Co
FIHRIZ_clean, Ni-O-Ni
FIJCUX01_clean, Zn-O-Zn
FIJDIM01_clean, Mn-O-Mn
FIJDIM02_clean, Mn-O-Mn
FIJDIM03_clean, Mn-O-Mn
FIJDIM04_clean, Mn-O-Mn
FIJDIM05_clean, Mn-O-Mn
FIJDIM06_clean, Mn-O-Mn
FIJDIM07_clean, Mn-O-Mn
FIJDIM08_clean, Mn-O-Mn
FIJDIM09_clean, Mn-O-Mn
FIJDIM10_clean, Mn-O-Mn
FIJDIM11_clean, Mn-O-Mn
FIJDIM12_clean, Mn-O-Mn
FIJDIM_clean, Mn-O-Mn
FIJDOS_clean, Zn-O-Zn
FIJGEK_clean, Al-O-Al
FIJYED_clean, Al-O-Al
FIKTOK_clean, Cd-O-Cd
FILYEG_clean, Co-O-Co
FIMXUW_clean, La-O-La
FIMYUX_clean, Cu-O-Cu
FIMZAE_clean, Cu-O-Cu
FIQYOU_clean, Fe-O-Fe
FIQYUA_clean, Co-O-Co
FIQZAH_clean, Zn-O-Zn
FIRZOX_clean, Ce-O-Ce
FIVYEP01_clean, K-O-K, K-O-U
FIVYEP_clean, K-O-K, K-O-U
FIYDOH_clean, V-O-V, V-O-Co
FOCREW_clean, Nd-O-Nd
FOCZAA_clean, Nd-O-Nd
FODZUU_clean, Al-O-Al
FOFCOU_clean, Ce-O-Ce
FOFHUE_clean, Ga-O-Mn
FOFMOE_clean, Gd-O-Gd
FOFTIF_clean, Cd-O-Cd
FOFTUR_clean, Cd-O-Cd
FOGFAK_clean, Zn-O-Zn
FOHQUO_clean, Sr-O-Sr, Sr-O-Co
FOHSAW01_clean, Sr-O-Sr, Sr-O-Ni
FOJKIA_clean, Mg-O-Mg
FOJPEB_clean, Cd-O-Cd
FOKYEL_clean, Pr-O-Pr
FOKYIP_clean, Nd-O-Nd
FONPUV_clean, Zn-O-Zn
FONQIJ_clean, Na-O-Mn
FOQPAE_clean, Cu-O-Cu
FORTIR_clean, Zn-O-Zn
FORTUD_clean, Zn-O-Zn
FOTNIN_clean, Zr-O-Zr
FOXNIQ_clean, Gd-O-Gd, Gd-O-Co
FUDHAP_clean, Co-O-Co
FUDHET_clean, Co-O-Co
FUFTUX_clean, Co-O-Na
FUHNED_clean, Zn-O-Ba, Ba-O-Ba
FUHNIH_clean, Zn-O-Na
FUJKUS_clean, Co-O-Co
FULQOT_clean, Gd-O-Gd
FULQUZ_clean, La-O-La
FUMHOL_clean, Sm-O-Cs
FUQJUX_clean, Cu-O-Cu
FURSES_clean, Cu-O-Cu
FUSGOR_clean, Co-O-Co
FUTZOK_clean, Gd-O-Gd
FUWFIO_clean, Cd-O-Cd
FUWFOU_clean, Cd-O-Cd
FUWYAY_clean, Mn-O-Mn
FUXXIH_clean, Ni-O-Ni
FUYZAB_ion_b, Mo-O-Mo, Mo-O-Mn
FUZKAN_clean, Ni-O-Ni
GACBOE_clean, Cd-O-Cd
GACPUX_clean, Zn-O-Zn
GACQAE_clean, Zn-O-Zn
GACVIS_clean, Ni-O-Ni
GADDOH_clean, La-O-La
GADFAV_clean, La-O-La
GADRAH_clean, Co-O-Co, Co-O-Na, Na-O-Na
GAGSUF_clean, Th-O-Th
GAGXAP_clean, Ni-O-Ni
GAHWIX_clean, Zn-O-Zn
GAJYUN_clean, Ce-O-Ce
GAJZAU_clean, Pr-O-Pr
GAJZEY_clean, Nd-O-Nd
GAJZIC_clean, Sm-O-Sm
GAJZOI_clean, Gd-O-Gd
GAJZUO_clean, Y-O-Y
GAKBAX_clean, Eu-O-Eu
GALCAZ_clean, Zn-O-Zn
GAMTAQ_clean, La-O-La
GAMTEU_clean, Ce-O-Ce
GAMTIY_clean, Pr-O-Pr
GAMTOE_clean, La-O-La
GAMTUK_clean, Ce-O-Ce
GAMVAS_clean, Pr-O-Pr
GAPDEH_clean, Cd-O-K
GAPDUX_clean, Cu-O-Na
GARSUQ_clean, Eu-O-Eu
GARTAX_clean, Gd-O-Gd
GARTEB_clean, Tb-O-Tb
GARTIF_clean, Dy-O-Dy
GAWBEM_clean, Cu-O-Mo
GAWKEW_clean, Cu-O-Cu, Cu-O-W, W-O-W
GAWLIB_clean, Tb-O-Tb
GAXGOD_clean, Mn-O-Mn
GAXWEJ_clean, Ba-O-Zn
GAYPED_clean, Co-O-Co
GAYTEH_ion_b, Cu-O-Cu, Na-O-Na
GEBCAT_clean, K-O-Co, Co-O-Co
GECRAI_charged, V-O-V
GEDDAW_clean, Co-O-Co
GEDDEA_clean, Ni-O-Ni
GEDQIR_clean, Nd-O-Nd
GEDQOX_clean, Nd-O-Nd
GEDQUD_charged, Nd-O-Nd
GEDRAK_clean, Nd-O-Nd
GEDREO_clean, Nd-O-Nd
GEDROY_clean, Nd-O-Nd
GEDRUE_clean, Nd-O-Nd
GEDSAL_clean, Nd-O-Nd
GEDSEP_clean, Nd-O-Nd
GEDSOZ_clean, Nd-O-Nd
GEDSUF_clean, Nd-O-Nd
GEDTAM_clean, Nd-O-Nd
GEGGEG01_clean, Co-O-Co
GEGGIK01_clean, Co-O-Co
GEGGIK_clean, Co-O-Co
GEGGUW_clean, Co-O-Co, Co-O-Ni, Ni-O-Ni
GEGHAD_clean, Ni-O-Ni
GEGSIW_clean, Ca-O-Ca
GEHSAN_clean, Ca-O-Ca
GEJJEL01_clean, Nd-O-Nd
GEKVEZ_clean, Yb-O-Cs
GELVEZ01_clean, Mn-O-Mn
GELVEZ02_clean, Mn-O-Mn
GELVEZ_clean, Mn-O-Mn
GELVID01_clean, Ni-O-Ni
GELVID_clean, Ni-O-Ni
GESBOW_charged, Na-O-Mn, Mn-O-Mn
GESBUC_charged, Na-O-Mn, Mn-O-Mn
GESDUF_clean, Co-O-Co
GESNOI_clean, Nd-O-Nd
GETXAG01_clean, Co-O-Co
GETXAG_clean, Co-O-Co
GEVKID_clean, Cd-O-Cd
GEVXAI_clean, Gd-O-Gd
GEVXIQ_clean, Gd-O-Gd
GEWXAJ_clean, Cu-O-Cu
GEZRAG_clean, Co-O-Co
GIGWID01_clean, Pr-O-Pr
GIHPAQ_clean, Ni-O-W
GIHPEU_clean, Co-O-W
GIKMOD01_clean, Cu-O-Cu
GIKMOD02_clean, Cu-O-Cu
GIKMOD03_clean, Cu-O-Cu
GIKMOD04_clean, Cu-O-Cu
GIKMOD05_clean, Cu-O-Cu
GIKMOD06_clean, Cu-O-Cu
GIKMOD08_clean, Cu-O-Cu
GIKMOD09_clean, Cu-O-Cu
GIKMOD10_clean, Cu-O-Cu
GIKMOD11_clean, Cu-O-Cu
GIKMOD12_clean, Cu-O-Cu
GIKMOD_clean, Cu-O-Cu
GIQZIQ_clean, Mg-O-Mg
GIRYEN_clean, Zn-O-Zn
GIRYIR_clean, Zn-O-Zn
GIRYOX_clean, Zn-O-Zn
GIRYUD_clean, Zn-O-Zn
GIRZAK_clean, Zn-O-Zn
GISMAY_clean, Zn-O-Zn
GISNED_clean, Zn-O-Zn
GIYSUD_clean, Cd-O-Cd
GIYTAK_clean, Cd-O-Cd
GIZVER_clean, Co-O-Co
GOBSUM_clean, Co-O-Co
GOBXAY_clean, Ce-O-Ce
GOGSIF_clean, Co-O-Co
GOJRED_manual, K-O-K
GOKBUE_clean, Cu-O-Cu
GOMFOF_clean, K-O-K
GOMPOO_clean, Al-O-Al
GOSRIP_clean, Fe-O-Fe
GOTNEK_clean, Dy-O-Dy
GOVHOQ_clean, Zn-O-Zn
GOVWOF_clean, Mn-O-Mn
GOVXIA_clean, Co-O-Co
GUBKUL_clean, Ba-O-Ba
GUBSED_clean, Cd-O-Cd
GUHGOH_clean, Ba-O-Ba, Ba-O-Co
GUJGAU_clean, La-O-La
GUJGEY_clean, Nd-O-Nd
GUJTOV_clean, Cu-O-Cu, Cu-O-Mo
GUKNIK_clean, Ce-O-Ce
GUKYUI_clean, Ca-O-Ca
GUKZAO_clean, Eu-O-Eu
GULWAM_clean, Yb-O-Yb
GUNZIA_clean, Cd-O-Cd
GUPREQ_clean, Cu-O-Cu
GUQTOB_clean, Zn-O-Zn
GURTIX_charged, In-O-In
GUSCIH_clean, Gd-O-Ni
GUSJOU_clean, Mn-O-Mn
GUSNEN01_SL, Cr-O-Cr
GUSNEN_SL, Cr-O-Cr
GUVBEF_clean, W-O-W, W-O-Ni
GUVBOQ_clean, Zn-O-Zn
GUVCOP_clean, Cu-O-Cu
GUVZII_clean, Fe-O-Fe
GUXPOF_clean, Co-O-Co
GUXQAR_clean, V-O-V
GUXZIJ_clean, U-O-U
GUYBAE_clean, U-O-U
HABZEQ_clean, Co-O-Co
HADXOC_clean, U-O-Co
HADYAP_clean, U-O-U
HAFSOZ_clean, Zn-O-Zn
HAFVOB_clean, Ca-O-Ca
HAFVUH_SL, Mg-O-Mg
HAFWUI01_charged, Na-O-Co
HAFWUI_charged, Na-O-Co
HAJYEZ_clean, Ni-O-Ni
HAKSAQ_clean, In-O-In
HAKSEU_clean, In-O-In
HAKSIY_clean, Fe-O-Fe
HAKSOE_clean, In-O-In
HAKTAR_clean, In-O-In
HAKTOF_clean, In-O-In
HAKVAT_clean, In-O-In
HAKVOH_clean, Fe-O-Fe, Cu-O-Cu
HAKVUN_clean, In-O-In
HAKWAU_clean, Mg-O-Mg
HALVAU_clean, Ni-O-Ni
HAOAER_clean, Er-O-Er
HAPBAE_clean, Ti-O-Ti
HAPBEI_clean, Ti-O-Ti
HAPBIM_clean, Ti-O-Ti
HAPGIR_clean, Mn-O-Mn
HAPNEU_clean, Ti-O-Ti
HAPNOE_clean, Er-O-Er
HAPNUK_clean, Tm-O-Tm
HAPPAS_clean, Lu-O-Lu
HAPVAX_clean, Ce-O-U
HAPVEB_clean, Nd-O-U
HAQKES_clean, Cd-O-Cu, Cu-O-Cu
HASTAY_clean, Zn-O-Zn
HAVYOU_clean, Ag-O-Ag, W-O-W
HAWREE_clean, Mn-O-Mn
HAWWIN_clean, Nd-O-Nd
HAWWOT_clean, Nd-O-Nd
HAWWUZ_clean, Nd-O-Nd
HAXJEX_clean, Zn-O-Zn
HAXMUP_clean, Cu-O-Cu
HAZNED_clean, Cd-O-Cd
HAZNIH_clean, Cd-O-Cd
HAZNON_clean, Cd-O-Cd
HEDBOJ_clean, U-O-U
HEDBUP_clean, U-O-U
HEFDON_clean, Ba-O-Cd
HEFFEF_clean, Na-O-Cd
HEFVAR_clean, Cu-O-Cu
HELCUY_clean, Zn-O-Zn
HELDOT_clean, Co-O-Co
HEMTEZ_clean, Mo-O-Mo, Mo-O-Ni
HEMVEB_clean, Co-O-Co
HETZOW_clean, V-O-V, V-O-Zn
HETZUC_charged, V-O-V, V-O-Co
HEYFUM_clean, Zn-O-Zn
HEZPIL01_clean, V-O-V
HIBGEF_clean, Mg-O-Mg
HIBGIJ_clean, Mn-O-Mn
HICWIB_clean, Ru-O-K, K-O-Co
HIFGIO_SL, Zn-O-Zn
HIFTOG01_clean, Zn-O-Zn
HIFTOG02_clean, Zn-O-Zn
HIFTOG_clean, Zn-O-Zn
HIHFUB_clean, Nd-O-Nd
HIJMEU_clean, Mo-O-Mo, Mo-O-Mn
HIQNAY_clean, Zn-O-Zn
HIQWOV_clean, Cd-O-Na
HISGAT_clean, K-O-K
HISGIB_clean, Cs-O-Cs
HISJAW_clean, Co-O-Co
HISJIE_clean, Co-O-Co
HISSIN_clean, Eu-O-Eu
HIWXER01_SL, Zn-O-Zn
HIWXER_clean, Zn-O-Zn
HIYLUY_clean, K-O-Ho
HIYMAF_clean, K-O-Dy
HIYMEJ_clean, Yb-O-K
HIYZEV01_clean, Mn-O-Mn
HOCDOU_clean, Mn-O-Mn
HOFJIX_clean, La-O-Cu
HOHJAR_clean, Fe-O-Fe
HOKGUJ_clean, Co-O-Co
HOLQIK_clean, Zn-O-Zn
HOMXIR_manual, Zn-O-Zn
HOMZEP_clean, Ga-O-Ga
HOPHUP_clean, V-O-V
HOPYEQ01_clean, Zn-O-Zn
HOPYEQ_clean, Zn-O-Zn
HOQMIL01_clean, Mg-O-Mg
HOQMIL02_clean, Mg-O-Mg
HOQMIL03_clean, Mg-O-Mg
HOQMIL04_clean, Mg-O-Mg
HOQMIL_clean, Mg-O-Mg
HOQMUX_clean, Mg-O-Mg
HOQNEI_clean, Mg-O-Mg
HOTWUJ_clean, Nd-O-Nd
HOWROC_clean, Ba-O-Ba
HOXGEH_clean, Sn-O-Sn
HOXKIP_clean, Eu-O-Eu
HOXKUB_clean, Yb-O-Yb
HOXSAQ_clean, Tb-O-K
HOXSUK_clean, Ni-O-Ni
HOYREU_clean, Li-O-Ba
HOYRIY_clean, Li-O-Sr
HOYROE_clean, Ba-O-Ba, Ba-O-Li, Li-O-Li
HOZBUV_clean, Cd-O-Cd
HOZFEJ_clean, Li-O-Li
HUCBAJ_charged, Li-O-Li, Li-O-In
HUCFAO_clean, Mn-O-Mn
HUCWOT_clean, Sm-O-Sm
HUCWUZ_clean, Eu-O-Eu
HUCXAG_clean, Gd-O-Gd
HUCXEK_clean, Tb-O-Tb
HUCXIO_clean, Dy-O-Dy
HUCXOU_clean, Ho-O-Ho
HUCXUA_clean, Er-O-Er
HUDMAW_clean, Co-O-Na
HUDMEA_clean, Co-O-Na
HUDWUA_clean, Cu-O-Cu
HUFLUR_clean, Ca-O-Ca
HUFMUS_clean, Sr-O-Sr
HUHBET_clean, Mn-O-Mn, Mn-O-Na, Na-O-Na
HUHJOL_clean, Mn-O-Mn, Mn-O-Na, Na-O-Na
HUHNIJ_clean, Ti-O-Ti
HUNBEX_clean, Zn-O-K, K-O-K
HUNFIH_clean, Ni-O-V, V-O-V
HUNFON_clean, V-O-V, V-O-Zn
HUPQIU_clean, Zn-O-Zn
HUQHAE_clean, Zn-O-Zn
HURFEH_clean, Zn-O-Zn
HURFUX_clean, Zn-O-Zn
HURGAE_clean, Zn-O-Zn
HURGEH_clean, Co-O-Co
HURGUX01_clean, Ni-O-Ni
HURGUX_clean, Ni-O-Ni
HUSJUC_clean, La-O-La
HUSQES_clean, Mo-O-Mo
HUTZEB_clean, Na-O-Na, Na-O-Zn
HUWLUI_clean, Th-O-Th
HUYXOP_clean, Ni-O-Ni
HUYXUV_clean, Co-O-Co
HUZSOL_clean, Na-O-Na, Zn-O-Zn
HUZSUR_clean, K-O-K, K-O-Zn
IBEYOE_clean, Cd-O-Mo, Mo-O-Mo
IBOZIK_clean, Cu-O-Cu
IBUBAL_clean, Cd-O-Cd
ic050064gsi20050115_040515_clean, Fe-O-Fe
ic051143vsi20050711_050730_clean, Na-O-Zn
ic060030osi20060309_091447_clean, Cu-O-Cu
ic060771psi20060614_113937_clean, V-O-V
ic101935f_si_002_auto, Zn-O-Zn
ic2017598_si_001_clean_h, Zn-O-Zn
ic400607w_si_001_clean, Zn-O-Zn
ic400853r_si_002_clean, Na-O-Cu
ic401157n_si_002_clean, La-O-La
ic401157n_si_003_clean, Y-O-Y
ic401474f_si_002_clean, K-O-K, K-O-Zr
ic402058f_si_003_clean, Cd-O-Cd
ic402058f_si_004_clean, Cd-O-Cd
ic402280p_si_002_clean, Cu-O-Cu
ic402692p_si_002_clean, Zn-O-Zn
ic402692p_si_005_clean, Zn-O-Zn
ic403134c_si_002_clean, Li-O-Li
ic5011133_si_002_clean, Co-O-Co
ic5011133_si_004_clean, Co-O-Co
ic501801f_si_002_clean, Cd-O-Cd
ic501898x_si_004_clean, Co-O-Co
ic501898x_si_005_clean, Mn-O-Mn
ic502042h_si_002_clean, Dy-O-Dy
ic502643m_si_003_clean, Zn-O-Zn
ic502643m_si_006_clean, Zn-O-Zn
ic502643m_si_007_clean, Zn-O-Zn
ic502643m_si_008_clean, Zn-O-Zn
ic502643m_si_009_clean, Zn-O-Zn
ic502643m_si_010_clean, Zn-O-Zn
ic502725y_si_004_clean, Th-O-Th
ic502730y_si_002_clean, V-O-V
ic502921j_si_003_clean, Cu-O-Cu
ic5029383_si_002_clean, Zn-O-Zn
ic5b00096_auto, Zr-O-Zr
ic5b00535_si_002_clean, Zr-O-Zr
ic700893w-file001_clean, Eu-O-Eu
ic8004536-file004_clean, V-O-Cu, V-O-Mo, Mo-O-Mo
ICAWUF_clean, Cd-O-Cd
ICISAP_clean, Sc-O-Sc
ICITEU_charged, Fe-O-Fe
ICIVAS_clean, Na-O-Na, Na-O-Ni
ICORAV_ion_b, La-O-La
ICOWON_clean, La-O-La
IDAZEU_clean, Yb-O-K
IDIWIB_clean, V-O-V
IDIWUN_clean, Zn-O-Zn
IDIXAU_clean, Zn-O-Zn
IFAHEC_clean, Ga-O-Ga
IFAQUC_clean, Co-O-Mo, Mo-O-Mo
IFAREN_charged, Co-O-Mo, Mo-O-Mo
IFASOZ_clean, Mg-O-Mg
IFEHUY_clean, Mn-O-Mn
IFENOY01_SL, Zn-O-Zn
IFENOY02_SL, Zn-O-Zn
IFENOY03_SL, Zn-O-Zn
IFENOY_clean, Zn-O-Zn
IFEPUG_SL, Zn-O-Zn
IFEQAN_SL, Zn-O-Zn
IFEQIV_SL, Zn-O-Zn
IFUNUU_clean, Tb-O-Tb
IGAGUU_clean, Cr-O-Cr
IGAHAB_clean, Cr-O-Cr
IGETUL_clean, Eu-O-Eu
IGIZAA_clean, Na-O-Na, Na-O-W, Ru-O-W, W-O-W
IGIZEF_clean, Sr-O-Sr
IHAZOH_clean, Fe-O-Fe
IHILUI_clean, Gd-O-Gd
IHIMAP01_clean, La-O-La
IHIMAP_clean, La-O-La
IHIWIF_clean, Ba-O-Ba, Ba-O-Cr
IHOTEG_clean, Mg-O-Mg
IHUROS_clean, Fe-O-Fe
IJASES01_clean, Tm-O-Tm
IJASES_clean, Tm-O-Tm
IJASOC_clean, Tm-O-Tm
IJEVEA_clean, Cd-O-Cd
IJEVIE_clean, Cd-O-Cd
IJEXIF01_clean, Zn-O-Zn
IJEXIF_clean, Zn-O-Zn
IJEXUR_clean, Zn-O-Zn
IJISEZ_clean, V-O-V, V-O-K
IJUJEE_clean, Er-O-Er
IKEZED_clean, Zn-O-Zn, Zn-O-Na
IKOPEF_clean, Cu-O-Cu
IKOTUZ_clean, K-O-Sm, Sm-O-Sm
IKOVAH_clean, K-O-Eu, Eu-O-Eu
IKOVEL_clean, K-O-Pr, Pr-O-Pr
ILAGUY_charged, Cd-O-Cd
IMACND_clean, Nd-O-Nd
IMIQIF_clean, W-O-W, W-O-Cu
IMUTUG_ion_b, In-O-In
INEBOT01_clean, Ni-O-Ni
INEBOT_charged, Ni-O-Ni
INESIE_clean, Ni-O-Ni
INEXIK_clean, Co-O-Co
INEXOQ_clean, Mn-O-Mn
INIGET_clean, Mo-O-Mo, Mo-O-Ni
INIRAA_clean, Mo-O-Mo, Mo-O-Co
INIRII_clean, Tb-O-Tb
INOMIJ_clean, Ca-O-Ca
INOMOP01_clean, Ca-O-Ca
INOMOP_clean, Ca-O-Ca
INOVEN_clean, Gd-O-Gd
INURIS_clean, Cu-O-Cu
IPIMEA_clean, La-O-Na
IQABEJ_clean, Co-O-Co
IQEWOQ_clean, Mn-O-Mn
IQILIF_clean, Bi-O-K
IQOKEG_clean, Mn-O-Mn
IQOKIK_clean, Mn-O-Mn
IQUNAJ01_clean, K-O-Y
IQUNAJ_clean, K-O-Y
IRAYOQ_clean, V-O-V
IREKUN_clean, Zn-O-Zn
IROHAZ_clean, Na-O-Cs, Na-O-W, Y-O-Y, Y-O-Cs, Y-O-W, Cs-O-Cs, Cs-O-W, W-O-W
IROHED_clean, Na-O-K, Na-O-W, K-O-W, K-O-Rb, Y-O-Y, Y-O-W, Y-O-Rb, W-O-W, W-O-Rb
IROVAO_clean, U-O-U
IROVES_clean, U-O-Zn
ISIKIF_clean, Co-O-Co
ISUCUV_clean, Fe-O-Fe
ISUGIN_clean, Gd-O-Gd
ISUGOT_clean, Eu-O-Eu
ITETEH_clean, Fe-O-Fe
ITIBOD_clean, Cd-O-Cd
ITIPAE_clean, Zn-O-Zn
ITIPOS_clean, Cu-O-Cu, Cu-O-Ca
ITIXAM_clean, Mn-O-Mn
ITONAI_clean, Zr-O-Zr
IVEQAC_clean, Ti-O-Ti
IVEQEG_clean, Al-O-Al
IVILEG_clean, Zn-O-Zn
IVOGUX_clean, Zn-O-Zn
IVUVIG_clean, Sm-O-Sm
IWAXUZ_clean, Mg-O-Na
IWAYAG_clean, Ca-O-Ca, Ca-O-K, K-O-K
IWAYIO_clean, Fe-O-Na
